annee,mois,jour,AverageTemperature,AverageTemperatureUncertainty,City,Country,Latitude,Longitude
1809,05,01,14.491,3.1830000000000003,Aix En Provence,France,44.20N,4.47E
1809,06,01,17.764,1.501,Aix En Provence,France,44.20N,4.47E
1809,07,01,19.563,1.275,Aix En Provence,France,44.20N,4.47E
1809,08,01,19.528,1.296,Aix En Provence,France,44.20N,4.47E
1809,09,01,15.066999999999998,2.502,Aix En Provence,France,44.20N,4.47E
1809,10,01,10.302999999999999,5.771,Aix En Provence,France,44.20N,4.47E
1809,11,01,4.84,3.022,Aix En Provence,France,44.20N,4.47E
1809,12,01,3.37,4.421,Aix En Provence,France,44.20N,4.47E
1810,01,01,0.09499999999999977,6.771,Aix En Provence,France,44.20N,4.47E
1810,02,01,2.193,5.494,Aix En Provence,France,44.20N,4.47E
1810,03,01,9.341,2.833,Aix En Provence,France,44.20N,4.47E
1810,04,01,9.595,4.19,Aix En Provence,France,44.20N,4.47E
1810,05,01,14.269,3.303,Aix En Provence,France,44.20N,4.47E
1810,06,01,16.752,3.7539999999999996,Aix En Provence,France,44.20N,4.47E
1810,07,01,18.809,3.588,Aix En Provence,France,44.20N,4.47E
1810,08,01,19.375,2.62,Aix En Provence,France,44.20N,4.47E
1810,09,01,16.802,1.733,Aix En Provence,France,44.20N,4.47E
1810,10,01,11.62,5.1370000000000005,Aix En Provence,France,44.20N,4.47E
1810,11,01,6.917999999999999,3.245,Aix En Provence,France,44.20N,4.47E
1810,12,01,4.439,3.465,Aix En Provence,France,44.20N,4.47E
1811,01,01,0.4179999999999997,3.675,Aix En Provence,France,44.20N,4.47E
1811,02,01,5.815,5.582000000000001,Aix En Provence,France,44.20N,4.47E
1811,03,01,8.08,2.623,Aix En Provence,France,44.20N,4.47E
1811,04,01,11.181,1.501,Aix En Provence,France,44.20N,4.47E
1811,05,01,15.793,3.845,Aix En Provence,France,44.20N,4.47E
1811,06,01,19.017,4.167,Aix En Provence,France,44.20N,4.47E
1811,07,01,21.191,3.114,Aix En Provence,France,44.20N,4.47E
1811,08,01,19.35,4.825,Aix En Provence,France,44.20N,4.47E
1811,09,01,16.951999999999998,3.1239999999999997,Aix En Provence,France,44.20N,4.47E
1811,10,01,13.334000000000001,5.307,Aix En Provence,France,44.20N,4.47E
1811,11,01,7.657,5.686,Aix En Provence,France,44.20N,4.47E
1811,12,01,2.378,3.123,Aix En Provence,France,44.20N,4.47E
1812,01,01,,1.5220000000000002,3.116,Aix En Provence,France,44.20N,4.47E
1812,02,01,4.872,1.325,Aix En Provence,France,44.20N,4.47E
1812,03,01,5.695,3.6689999999999996,Aix En Provence,France,44.20N,4.47E
1812,04,01,8.039,3.318,Aix En Provence,France,44.20N,4.47E
1812,05,01,14.823,3.1039999999999996,Aix En Provence,France,44.20N,4.47E
1812,06,01,17.788,1.321,Aix En Provence,France,44.20N,4.47E
1812,07,01,19.404,2.075,Aix En Provence,France,44.20N,4.47E
1812,08,01,19.304000000000002,5.492000000000001,Aix En Provence,France,44.20N,4.47E
1812,09,01,15.562000000000001,1.4969999999999999,Aix En Provence,France,44.20N,4.47E
1812,10,01,10.963,3.907,Aix En Provence,France,44.20N,4.47E
1812,11,01,5.224,3.432,Aix En Provence,France,44.20N,4.47E
1812,12,01,0.8490000000000002,3.995,Aix En Provence,France,44.20N,4.47E
1813,01,01,0.8729999999999998,5.236000000000001,Aix En Provence,France,44.20N,4.47E
1813,02,01,5.315,1.527,Aix En Provence,France,44.20N,4.47E
1813,03,01,6.327000000000001,9.066,Aix En Provence,France,44.20N,4.47E
1813,04,01,10.332,1.146,Aix En Provence,France,44.20N,4.47E
1813,05,01,15.519,7.039,Aix En Provence,France,44.20N,4.47E
1813,06,01,16.735,3.305,Aix En Provence,France,44.20N,4.47E
1813,07,01,17.868,1.79,Aix En Provence,France,44.20N,4.47E
1813,08,01,18.662,1.258,Aix En Provence,France,44.20N,4.47E
1813,09,01,15.012999999999998,2.375,Aix En Provence,France,44.20N,4.47E
1813,10,01,11.71,1.5119999999999998,Aix En Provence,France,44.20N,4.47E
1813,11,01,5.9879999999999995,2.447,Aix En Provence,France,44.20N,4.47E
1813,12,01,3.7289999999999996,2.024,Aix En Provence,France,44.20N,4.47E
1814,01,01,1.2019999999999995,4.328,Aix En Provence,France,44.20N,4.47E
1814,02,01,0.2999999999999998,1.383,Aix En Provence,France,44.20N,4.47E
1814,03,01,4.898,2.812,Aix En Provence,France,44.20N,4.47E
1814,04,01,10.458,1.696,Aix En Provence,France,44.20N,4.47E
1814,05,01,11.959000000000001,1.594,Aix En Provence,France,44.20N,4.47E
1814,06,01,17.226,1.9669999999999999,Aix En Provence,France,44.20N,4.47E
1814,07,01,19.858,3.515,Aix En Provence,France,44.20N,4.47E
1814,08,01,18.723,1.739,Aix En Provence,France,44.20N,4.47E
1814,09,01,14.193,1.819,Aix En Provence,France,44.20N,4.47E
1814,10,01,9.793,4.63,Aix En Provence,France,44.20N,4.47E
1814,11,01,7.425,7.279,Aix En Provence,France,44.20N,4.47E
1814,12,01,5.202000000000001,8.386000000000001,Aix En Provence,France,44.20N,4.47E
1815,01,01,0.34399999999999986,2.496,Aix En Provence,France,44.20N,4.47E
1815,02,01,5.292000000000001,6.6339999999999995,Aix En Provence,France,44.20N,4.47E
1815,03,01,8.712,4.821000000000001,Aix En Provence,France,44.20N,4.47E
1815,04,01,10.243,2.6460000000000004,Aix En Provence,France,44.20N,4.47E
1815,05,01,15.219,3.2319999999999998,Aix En Provence,France,44.20N,4.47E
1815,06,01,16.945999999999998,3.194,Aix En Provence,France,44.20N,4.47E
1815,07,01,19.675,3.2039999999999997,Aix En Provence,France,44.20N,4.47E
1815,08,01,18.922,2.504,Aix En Provence,France,44.20N,4.47E
1815,09,01,17.002,1.896,Aix En Provence,France,44.20N,4.47E
1815,10,01,12.107000000000001,4.114,Aix En Provence,France,44.20N,4.47E
1815,11,01,5.2360000000000015,3.0039999999999996,Aix En Provence,France,44.20N,4.47E
1815,12,01,2.435,2.491,Aix En Provence,France,44.20N,4.47E
1816,01,01,2.195,4.0969999999999995,Aix En Provence,France,44.20N,4.47E
1816,02,01,2.0050000000000003,2.747,Aix En Provence,France,44.20N,4.47E
1816,03,01,5.672999999999999,2.81,Aix En Provence,France,44.20N,4.47E
1816,04,01,9.09,5.101,Aix En Provence,France,44.20N,4.47E
1816,05,01,13.681,2.6039999999999996,Aix En Provence,France,44.20N,4.47E
1816,06,01,16.05,1.744,Aix En Provence,France,44.20N,4.47E
1816,07,01,17.612000000000002,2.194,Aix En Provence,France,44.20N,4.47E
1816,08,01,17.732,1.125,Aix En Provence,France,44.20N,4.47E
1816,09,01,15.491,1.198,Aix En Provence,France,44.20N,4.47E
1816,10,01,11.648,7.466,Aix En Provence,France,44.20N,4.47E
1816,11,01,5.632999999999999,8.451,Aix En Provence,France,44.20N,4.47E
1816,12,01,2.337,1.8869999999999998,Aix En Provence,France,44.20N,4.47E
1817,01,01,4.186,5.414,Aix En Provence,France,44.20N,4.47E
1817,02,01,6.617000000000001,2.7310000000000003,Aix En Provence,France,44.20N,4.47E
1817,03,01,7.521,2.7310000000000003,Aix En Provence,France,44.20N,4.47E
1817,04,01,7.763,2.011,Aix En Provence,France,44.20N,4.47E
1817,05,01,13.127,2.7510000000000003,Aix En Provence,France,44.20N,4.47E
1817,06,01,18.778,1.615,Aix En Provence,France,44.20N,4.47E
1817,07,01,19.518,1.597,Aix En Provence,France,44.20N,4.47E
1817,08,01,19.124000000000002,2.333,Aix En Provence,France,44.20N,4.47E
1817,09,01,17.672,2.99,Aix En Provence,France,44.20N,4.47E
1817,10,01,9.094,3.2110000000000003,Aix En Provence,France,44.20N,4.47E
1817,11,01,7.73,1.7069999999999999,Aix En Provence,France,44.20N,4.47E
1817,12,01,2.822,1.5930000000000002,Aix En Provence,France,44.20N,4.47E
1818,01,01,3.2560000000000002,4.37,Aix En Provence,France,44.20N,4.47E
1818,02,01,4.952,1.1540000000000001,Aix En Provence,France,44.20N,4.47E
1818,03,01,7.2589999999999995,2.3369999999999997,Aix En Provence,France,44.20N,4.47E
1818,04,01,10.742,6.955,Aix En Provence,France,44.20N,4.47E
1818,05,01,13.724,4.458,Aix En Provence,France,44.20N,4.47E
1818,06,01,19.312,4.803999999999999,Aix En Provence,France,44.20N,4.47E
1818,07,01,21.226999999999997,3.71,Aix En Provence,France,44.20N,4.47E
1818,08,01,19.475,1.4069999999999998,Aix En Provence,France,44.20N,4.47E
1818,09,01,15.932,2.8760000000000003,Aix En Provence,France,44.20N,4.47E
1818,10,01,11.367,2.406,Aix En Provence,France,44.20N,4.47E
1818,11,01,8.257,6.42,Aix En Provence,France,44.20N,4.47E
1818,12,01,3.092,2.158,Aix En Provence,France,44.20N,4.47E
1819,01,01,3.01,3.219,Aix En Provence,France,44.20N,4.47E
1819,02,01,4.166,3.74,Aix En Provence,France,44.20N,4.47E
1819,03,01,7.6720000000000015,7.824,Aix En Provence,France,44.20N,4.47E
1819,04,01,11.616,1.4669999999999999,Aix En Provence,France,44.20N,4.47E
1819,05,01,14.604,2.359,Aix En Provence,France,44.20N,4.47E
1819,06,01,17.505,1.6969999999999998,Aix En Provence,France,44.20N,4.47E
1819,07,01,20.49,0.631,Aix En Provence,France,44.20N,4.47E
1819,08,01,19.529,1.5859999999999999,Aix En Provence,France,44.20N,4.47E
1819,09,01,16.799,1.186,Aix En Provence,France,44.20N,4.47E
1819,10,01,11.253,1.615,Aix En Provence,France,44.20N,4.47E
1819,11,01,6.2620000000000005,2.27,Aix En Provence,France,44.20N,4.47E
1819,12,01,3.688,2.582,Aix En Provence,France,44.20N,4.47E
1820,01,01,1.761,8.077,Aix En Provence,France,44.20N,4.47E
1820,02,01,4.364,3.4360000000000004,Aix En Provence,France,44.20N,4.47E
1820,03,01,5.257999999999999,2.799,Aix En Provence,France,44.20N,4.47E
1820,04,01,11.700999999999999,1.67,Aix En Provence,France,44.20N,4.47E
1820,05,01,15.512,2.0709999999999997,Aix En Provence,France,44.20N,4.47E
1820,06,01,17.58,1.151,Aix En Provence,France,44.20N,4.47E
1820,07,01,19.949,3.514,Aix En Provence,France,44.20N,4.47E
1820,08,01,21.273000000000003,2.525,Aix En Provence,France,44.20N,4.47E
1820,09,01,15.283,2.346,Aix En Provence,France,44.20N,4.47E
1820,10,01,9.873,1.588,Aix En Provence,France,44.20N,4.47E
1820,11,01,4.753,0.857,Aix En Provence,France,44.20N,4.47E
1820,12,01,3.7119999999999997,1.405,Aix En Provence,France,44.20N,4.47E
1821,01,01,4.213,3.86,Aix En Provence,France,44.20N,4.47E
1821,02,01,3.671,5.033,Aix En Provence,France,44.20N,4.47E
1821,03,01,6.893000000000002,2.333,Aix En Provence,France,44.20N,4.47E
1821,04,01,10.5,2.259,Aix En Provence,France,44.20N,4.47E
1821,05,01,13.855,1.886,Aix En Provence,France,44.20N,4.47E
1821,06,01,15.852,3.3989999999999996,Aix En Provence,France,44.20N,4.47E
1821,07,01,19.014,2.175,Aix En Provence,France,44.20N,4.47E
1821,08,01,20.777,1.2890000000000001,Aix En Provence,France,44.20N,4.47E
1821,09,01,17.320999999999998,1.445,Aix En Provence,France,44.20N,4.47E
1821,10,01,11.164000000000001,0.779,Aix En Provence,France,44.20N,4.47E
1821,11,01,8.387,2.8810000000000002,Aix En Provence,France,44.20N,4.47E
1821,12,01,5.2010000000000005,2.153,Aix En Provence,France,44.20N,4.47E
1822,01,01,2.093,3.097,Aix En Provence,France,44.20N,4.47E
1822,02,01,5.811,2.237,Aix En Provence,France,44.20N,4.47E
1822,03,01,10.402999999999999,1.439,Aix En Provence,France,44.20N,4.47E
1822,04,01,10.465,1.3259999999999998,Aix En Provence,France,44.20N,4.47E
1822,05,01,15.845999999999998,1.966,Aix En Provence,France,44.20N,4.47E
1822,06,01,22.038,1.702,Aix En Provence,France,44.20N,4.47E
1822,07,01,20.988000000000003,1.443,Aix En Provence,France,44.20N,4.47E
1822,08,01,20.123,3.0439999999999996,Aix En Provence,France,44.20N,4.47E
1822,09,01,17.477,2.408,Aix En Provence,France,44.20N,4.47E
1822,10,01,12.225999999999999,1.207,Aix En Provence,France,44.20N,4.47E
1822,11,01,8.689,2.056,Aix En Provence,France,44.20N,4.47E
1822,12,01,1.746,3.122,Aix En Provence,France,44.20N,4.47E
1823,01,01,1.1649999999999998,1.761,Aix En Provence,France,44.20N,4.47E
1823,02,01,4.5489999999999995,3.094,Aix En Provence,France,44.20N,4.47E
1823,03,01,6.086,1.734,Aix En Provence,France,44.20N,4.47E
1823,04,01,9.347999999999999,2.8310000000000004,Aix En Provence,France,44.20N,4.47E
1823,05,01,15.71,2.032,Aix En Provence,France,44.20N,4.47E
1823,06,01,16.684,2.6860000000000004,Aix En Provence,France,44.20N,4.47E
1823,07,01,19.498,1.375,Aix En Provence,France,44.20N,4.47E
1823,08,01,20.633000000000003,2.2969999999999997,Aix En Provence,France,44.20N,4.47E
1823,09,01,17.575,2.161,Aix En Provence,France,44.20N,4.47E
1823,10,01,10.555,2.3930000000000002,Aix En Provence,France,44.20N,4.47E
1823,11,01,5.4830000000000005,3.2960000000000003,Aix En Provence,France,44.20N,4.47E
1823,12,01,3.5660000000000003,1.598,Aix En Provence,France,44.20N,4.47E
1824,01,01,1.815,1.213,Aix En Provence,France,44.20N,4.47E
1824,02,01,5.129,2.821,Aix En Provence,France,44.20N,4.47E
1824,03,01,5.322,1.9340000000000002,Aix En Provence,France,44.20N,4.47E
1824,04,01,8.879000000000003,2.419,Aix En Provence,France,44.20N,4.47E
1824,05,01,13.614,2.056,Aix En Provence,France,44.20N,4.47E
1824,06,01,16.427,3.347,Aix En Provence,France,44.20N,4.47E
1824,07,01,21.731,4.505,Aix En Provence,France,44.20N,4.47E
1824,08,01,20.228,2.536,Aix En Provence,France,44.20N,4.47E
1824,09,01,16.959,2.526,Aix En Provence,France,44.20N,4.47E
1824,10,01,11.588,1.075,Aix En Provence,France,44.20N,4.47E
1824,11,01,8.781,1.828,Aix En Provence,France,44.20N,4.47E
1824,12,01,5.832000000000001,3.612,Aix En Provence,France,44.20N,4.47E
1825,01,01,2.707,2.71,Aix En Provence,France,44.20N,4.47E
1825,02,01,4.184,1.7519999999999998,Aix En Provence,France,44.20N,4.47E
1825,03,01,5.9700000000000015,2.483,Aix En Provence,France,44.20N,4.47E
1825,04,01,11.35,3.122,Aix En Provence,France,44.20N,4.47E
1825,05,01,14.634,1.3459999999999999,Aix En Provence,France,44.20N,4.47E
1825,06,01,18.523,0.8340000000000001,Aix En Provence,France,44.20N,4.47E
1825,07,01,20.79,3.3960000000000004,Aix En Provence,France,44.20N,4.47E
1825,08,01,20.405,3.3080000000000003,Aix En Provence,France,44.20N,4.47E
1825,09,01,17.875999999999994,2.569,Aix En Provence,France,44.20N,4.47E
1825,10,01,11.262,2.16,Aix En Provence,France,44.20N,4.47E
1825,11,01,7.217,2.39,Aix En Provence,France,44.20N,4.47E
1825,12,01,5.9030000000000005,1.609,Aix En Provence,France,44.20N,4.47E
1826,01,01,,0.7320000000000002,1.4469999999999998,Aix En Provence,France,44.20N,4.47E
1826,02,01,5.221,1.9069999999999998,Aix En Provence,France,44.20N,4.47E
1826,03,01,7.973,2.28,Aix En Provence,France,44.20N,4.47E
1826,04,01,10.439,3.5669999999999997,Aix En Provence,France,44.20N,4.47E
1826,05,01,13.179,2.0580000000000003,Aix En Provence,France,44.20N,4.47E
1826,06,01,18.169,2.5639999999999996,Aix En Provence,France,44.20N,4.47E
1826,07,01,21.041,1.4469999999999998,Aix En Provence,France,44.20N,4.47E
1826,08,01,21.671,2.126,Aix En Provence,France,44.20N,4.47E
1826,09,01,17.384999999999998,2.665,Aix En Provence,France,44.20N,4.47E
1826,10,01,12.046,3.0069999999999997,Aix En Provence,France,44.20N,4.47E
1826,11,01,5.287999999999999,0.884,Aix En Provence,France,44.20N,4.47E
1826,12,01,3.4819999999999998,2.931,Aix En Provence,France,44.20N,4.47E
1827,01,01,1.0349999999999997,4.046,Aix En Provence,France,44.20N,4.47E
1827,02,01,1.3280000000000003,1.251,Aix En Provence,France,44.20N,4.47E
1827,03,01,7.834,2.291,Aix En Provence,France,44.20N,4.47E
1827,04,01,11.02,4.372,Aix En Provence,France,44.20N,4.47E
1827,05,01,14.388,2.9819999999999998,Aix En Provence,France,44.20N,4.47E
1827,06,01,17.961,2.318,Aix En Provence,France,44.20N,4.47E
1827,07,01,22.456999999999997,1.5130000000000001,Aix En Provence,France,44.20N,4.47E
1827,08,01,19.637,1.6669999999999998,Aix En Provence,France,44.20N,4.47E
1827,09,01,16.127,0.966,Aix En Provence,France,44.20N,4.47E
1827,10,01,12.267000000000001,1.3840000000000001,Aix En Provence,France,44.20N,4.47E
1827,11,01,4.513,0.7190000000000001,Aix En Provence,France,44.20N,4.47E
1827,12,01,4.7620000000000005,4.5,Aix En Provence,France,44.20N,4.47E
1828,01,01,4.22,3.202,Aix En Provence,France,44.20N,4.47E
1828,02,01,4.102,2.782,Aix En Provence,France,44.20N,4.47E
1828,03,01,7.972,2.6489999999999996,Aix En Provence,France,44.20N,4.47E
1828,04,01,10.944,2.66,Aix En Provence,France,44.20N,4.47E
1828,05,01,15.343,2.925,Aix En Provence,France,44.20N,4.47E
1828,06,01,19.441,3.028,Aix En Provence,France,44.20N,4.47E
1828,07,01,20.972,1.6909999999999998,Aix En Provence,France,44.20N,4.47E
1828,08,01,20.003,2.499,Aix En Provence,France,44.20N,4.47E
1828,09,01,17.052,1.109,Aix En Provence,France,44.20N,4.47E
1828,10,01,11.844000000000001,1.706,Aix En Provence,France,44.20N,4.47E
1828,11,01,7.305,2.2159999999999997,Aix En Provence,France,44.20N,4.47E
1828,12,01,4.697,3.455,Aix En Provence,France,44.20N,4.47E
1829,01,01,0.3599999999999999,1.6340000000000001,Aix En Provence,France,44.20N,4.47E
1829,02,01,1.666,3.6689999999999996,Aix En Provence,France,44.20N,4.47E
1829,03,01,7.246,1.8090000000000002,Aix En Provence,France,44.20N,4.47E
1829,04,01,10.465,1.89,Aix En Provence,France,44.20N,4.47E
1829,05,01,14.682,4.269,Aix En Provence,France,44.20N,4.47E
1829,06,01,17.799,2.8510000000000004,Aix En Provence,France,44.20N,4.47E
1829,07,01,20.916,1.834,Aix En Provence,France,44.20N,4.47E
1829,08,01,18.962,2.213,Aix En Provence,France,44.20N,4.47E
1829,09,01,15.191999999999998,2.388,Aix En Provence,France,44.20N,4.47E
1829,10,01,9.835,2.3040000000000003,Aix En Provence,France,44.20N,4.47E
1829,11,01,4.79,3.034,Aix En Provence,France,44.20N,4.47E
1829,12,01,,0.4659999999999998,5.551,Aix En Provence,France,44.20N,4.47E
1830,01,01,,1.7819999999999998,3.952,Aix En Provence,France,44.20N,4.47E
1830,02,01,2.015,2.106,Aix En Provence,France,44.20N,4.47E
1830,03,01,8.884,1.3980000000000001,Aix En Provence,France,44.20N,4.47E
1830,04,01,12.347,2.305,Aix En Provence,France,44.20N,4.47E
1830,05,01,15.007,1.5519999999999998,Aix En Provence,France,44.20N,4.47E
1830,06,01,17.687,3.678,Aix En Provence,France,44.20N,4.47E
1830,07,01,21.823,2.5989999999999998,Aix En Provence,France,44.20N,4.47E
1830,08,01,20.313,2.7689999999999997,Aix En Provence,France,44.20N,4.47E
1830,09,01,14.720999999999998,3.193,Aix En Provence,France,44.20N,4.47E
1830,10,01,11.035,4.046,Aix En Provence,France,44.20N,4.47E
1830,11,01,7.308,1.7890000000000001,Aix En Provence,France,44.20N,4.47E
1830,12,01,2.526,2.434,Aix En Provence,France,44.20N,4.47E
1831,01,01,1.6929999999999998,2.928,Aix En Provence,France,44.20N,4.47E
1831,02,01,4.468999999999999,5.957000000000001,Aix En Provence,France,44.20N,4.47E
1831,03,01,8.259,4.7669999999999995,Aix En Provence,France,44.20N,4.47E
1831,04,01,10.628,1.554,Aix En Provence,France,44.20N,4.47E
1831,05,01,14.595999999999998,3.735,Aix En Provence,France,44.20N,4.47E
1831,06,01,18.064,2.642,Aix En Provence,France,44.20N,4.47E
1831,07,01,20.585,1.767,Aix En Provence,France,44.20N,4.47E
1831,08,01,19.456,2.425,Aix En Provence,France,44.20N,4.47E
1831,09,01,15.264000000000001,2.108,Aix En Provence,France,44.20N,4.47E
1831,10,01,13.215,1.61,Aix En Provence,France,44.20N,4.47E
1831,11,01,6.9670000000000005,6.1339999999999995,Aix En Provence,France,44.20N,4.47E
1831,12,01,3.877,4.351,Aix En Provence,France,44.20N,4.47E
1832,01,01,2.031,2.319,Aix En Provence,France,44.20N,4.47E
1832,02,01,4.1419999999999995,2.722,Aix En Provence,France,44.20N,4.47E
1832,03,01,6.8580000000000005,2.211,Aix En Provence,France,44.20N,4.47E
1832,04,01,9.751,3.486,Aix En Provence,France,44.20N,4.47E
1832,05,01,14.001,2.628,Aix En Provence,France,44.20N,4.47E
1832,06,01,17.44,2.513,Aix En Provence,France,44.20N,4.47E
1832,07,01,21.749000000000002,3.362,Aix En Provence,France,44.20N,4.47E
1832,08,01,21.445,2.71,Aix En Provence,France,44.20N,4.47E
1832,09,01,16.429000000000002,3.267,Aix En Provence,France,44.20N,4.47E
1832,10,01,11.546,2.0669999999999997,Aix En Provence,France,44.20N,4.47E
1832,11,01,6.539,1.0070000000000001,Aix En Provence,France,44.20N,4.47E
1832,12,01,2.89,4.856,Aix En Provence,France,44.20N,4.47E
1833,01,01,1.717,3.4339999999999997,Aix En Provence,France,44.20N,4.47E
1833,02,01,5.968999999999999,1.851,Aix En Provence,France,44.20N,4.47E
1833,03,01,5.952999999999999,2.83,Aix En Provence,France,44.20N,4.47E
1833,04,01,8.907,2.301,Aix En Provence,France,44.20N,4.47E
1833,05,01,16.782,1.511,Aix En Provence,France,44.20N,4.47E
1833,06,01,19.129,2.6039999999999996,Aix En Provence,France,44.20N,4.47E
1833,07,01,18.988,1.855,Aix En Provence,France,44.20N,4.47E
1833,08,01,18.878,1.841,Aix En Provence,France,44.20N,4.47E
1833,09,01,14.639000000000001,1.147,Aix En Provence,France,44.20N,4.47E
1833,10,01,11.370999999999999,1.43,Aix En Provence,France,44.20N,4.47E
1833,11,01,7.207000000000001,1.635,Aix En Provence,France,44.20N,4.47E
1833,12,01,5.49,2.226,Aix En Provence,France,44.20N,4.47E
1834,01,01,5.097,2.905,Aix En Provence,France,44.20N,4.47E
1834,02,01,4.36,2.7939999999999996,Aix En Provence,France,44.20N,4.47E
1834,03,01,7.722,2.2569999999999997,Aix En Provence,France,44.20N,4.47E
1834,04,01,9.022,2.464,Aix En Provence,France,44.20N,4.47E
1834,05,01,16.250999999999998,1.3359999999999999,Aix En Provence,France,44.20N,4.47E
1834,06,01,19.325,2.131,Aix En Provence,France,44.20N,4.47E
1834,07,01,21.891,1.694,Aix En Provence,France,44.20N,4.47E
1834,08,01,20.639,1.6130000000000002,Aix En Provence,France,44.20N,4.47E
1834,09,01,19.501,2.805,Aix En Provence,France,44.20N,4.47E
1834,10,01,11.965,1.629,Aix En Provence,France,44.20N,4.47E
1834,11,01,7.707000000000001,2.6839999999999997,Aix En Provence,France,44.20N,4.47E
1834,12,01,2.7030000000000003,1.224,Aix En Provence,France,44.20N,4.47E
1835,01,01,3.3139999999999996,2.7689999999999997,Aix En Provence,France,44.20N,4.47E
1835,02,01,5.227,2.079,Aix En Provence,France,44.20N,4.47E
1835,03,01,6.95,1.939,Aix En Provence,France,44.20N,4.47E
1835,04,01,9.378,2.3,Aix En Provence,France,44.20N,4.47E
1835,05,01,14.145999999999999,0.9129999999999999,Aix En Provence,France,44.20N,4.47E
1835,06,01,17.537,1.4340000000000002,Aix En Provence,France,44.20N,4.47E
1835,07,01,21.988000000000003,2.094,Aix En Provence,France,44.20N,4.47E
1835,08,01,19.753,1.209,Aix En Provence,France,44.20N,4.47E
1835,09,01,15.614999999999998,1.8330000000000002,Aix En Provence,France,44.20N,4.47E
1835,10,01,10.083,1.3159999999999998,Aix En Provence,France,44.20N,4.47E
1835,11,01,4.5790000000000015,1.165,Aix En Provence,France,44.20N,4.47E
1835,12,01,0.985,1.7519999999999998,Aix En Provence,France,44.20N,4.47E
1836,01,01,1.2479999999999998,0.998,Aix En Provence,France,44.20N,4.47E
1836,02,01,2.984,1.982,Aix En Provence,France,44.20N,4.47E
1836,03,01,8.738999999999999,1.537,Aix En Provence,France,44.20N,4.47E
1836,04,01,8.977,1.308,Aix En Provence,France,44.20N,4.47E
1836,05,01,11.777,1.597,Aix En Provence,France,44.20N,4.47E
1836,06,01,18.733,2.21,Aix En Provence,France,44.20N,4.47E
1836,07,01,21.834,1.4480000000000002,Aix En Provence,France,44.20N,4.47E
1836,08,01,20.507,1.4609999999999999,Aix En Provence,France,44.20N,4.47E
1836,09,01,15.012999999999998,2.301,Aix En Provence,France,44.20N,4.47E
1836,10,01,11.46,5.521,Aix En Provence,France,44.20N,4.47E
1836,11,01,6.005,1.96,Aix En Provence,France,44.20N,4.47E
1836,12,01,3.4210000000000003,2.886,Aix En Provence,France,44.20N,4.47E
1837,01,01,1.6429999999999998,2.859,Aix En Provence,France,44.20N,4.47E
1837,02,01,4.103,1.983,Aix En Provence,France,44.20N,4.47E
1837,03,01,3.71,2.157,Aix En Provence,France,44.20N,4.47E
1837,04,01,7.702999999999999,1.6380000000000001,Aix En Provence,France,44.20N,4.47E
1837,05,01,11.890999999999998,2.0780000000000003,Aix En Provence,France,44.20N,4.47E
1837,06,01,19.899,2.313,Aix En Provence,France,44.20N,4.47E
1837,07,01,20.862,1.5119999999999998,Aix En Provence,France,44.20N,4.47E
1837,08,01,21.746,1.05,Aix En Provence,France,44.20N,4.47E
1837,09,01,15.427,1.598,Aix En Provence,France,44.20N,4.47E
1837,10,01,10.95,2.438,Aix En Provence,France,44.20N,4.47E
1837,11,01,5.237,2.416,Aix En Provence,France,44.20N,4.47E
1837,12,01,3.909,3.946,Aix En Provence,France,44.20N,4.47E
1838,01,01,0.04899999999999993,3.6260000000000003,Aix En Provence,France,44.20N,4.47E
1838,02,01,2.7300000000000004,1.4140000000000001,Aix En Provence,France,44.20N,4.47E
1838,03,01,7.0870000000000015,1.621,Aix En Provence,France,44.20N,4.47E
1838,04,01,8.167,1.167,Aix En Provence,France,44.20N,4.47E
1838,05,01,14.49,0.7809999999999999,Aix En Provence,France,44.20N,4.47E
1838,06,01,18.168,1.49,Aix En Provence,France,44.20N,4.47E
1838,07,01,20.798000000000002,3.545,Aix En Provence,France,44.20N,4.47E
1838,08,01,19.695,3.313,Aix En Provence,France,44.20N,4.47E
1838,09,01,15.841,1.374,Aix En Provence,France,44.20N,4.47E
1838,10,01,11.126,3.937,Aix En Provence,France,44.20N,4.47E
1838,11,01,7.546,2.931,Aix En Provence,France,44.20N,4.47E
1838,12,01,2.519,2.576,Aix En Provence,France,44.20N,4.47E
1839,01,01,1.973,1.905,Aix En Provence,France,44.20N,4.47E
1839,02,01,3.884,2.42,Aix En Provence,France,44.20N,4.47E
1839,03,01,6.369,1.371,Aix En Provence,France,44.20N,4.47E
1839,04,01,8.55,1.751,Aix En Provence,France,44.20N,4.47E
1839,05,01,13.404000000000002,0.7959999999999999,Aix En Provence,France,44.20N,4.47E
1839,06,01,19.589000000000002,0.95,Aix En Provence,France,44.20N,4.47E
1839,07,01,21.346,3.0389999999999997,Aix En Provence,France,44.20N,4.47E
1839,08,01,19.407,2.117,Aix En Provence,France,44.20N,4.47E
1839,09,01,15.714,1.175,Aix En Provence,France,44.20N,4.47E
1839,10,01,11.876,1.7469999999999999,Aix En Provence,France,44.20N,4.47E
1839,11,01,7.74,1.848,Aix En Provence,France,44.20N,4.47E
1839,12,01,5.457000000000001,1.046,Aix En Provence,France,44.20N,4.47E
1840,01,01,3.576,1.921,Aix En Provence,France,44.20N,4.47E
