"","OB_END_TIME","MAX_AIR_TEMP"
"779","2010-05-01 21:00",6.2
"780","2010-06-01 21:00",11.2
"781","2010-07-01 21:00",12.5
"782","2010-08-01 21:00",14.1
"783","2010-09-01 21:00",13.3
"784","2010-10-01 21:00",12.1
"785","2010-11-01 21:00",8.6
"786","2010-12-01 21:00",0.9
"787","2011-01-01 21:00",2.5
"788","2011-02-01 21:00",6.6
"789","2011-03-01 21:00",8.7
"790","2011-04-01 21:00",11.1
"791","2011-05-01 21:00",12
"792","2011-06-01 21:00",11.4
"793","2011-07-01 21:00",13.9
"794","2011-08-01 21:00",13.8
"795","2011-09-01 21:00",12.4
"796","2011-10-01 21:00",13.2
"797","2011-11-01 21:00",11.3
"798","2011-12-01 21:00",4.6
"799","2012-01-01 21:00",6.9
"800","2012-02-01 21:00",4.4
"801","2012-03-01 21:00",8.7
"802","2012-04-01 21:00",6.6
"803","2012-05-01 21:00",10.4
"804","2012-06-01 21:00",8.5
"805","2012-07-01 21:00",11.9
"806","2012-08-01 21:00",15.7
"807","2012-09-01 21:00",14.3
"808","2012-10-01 21:00",12.2
"809","2012-11-01 21:00",5.6
"810","2012-12-01 21:00",2.9
"811","2013-01-01 21:00",4.8
"812","2013-02-01 21:00",2.5
"813","2013-03-01 21:00",6.5
"814","2013-04-01 21:00",6.6
"815","2013-05-01 21:00",6.7
"816","2013-06-01 21:00",12.1
"817","2013-07-01 21:00",13.2
"818","2013-08-01 21:00",14.2
"819","2013-09-01 21:00",12
"820","2013-10-01 21:00",13.1
"821","2013-11-01 21:00",9.5
"822","2013-12-01 21:00",7.5
"823","2014-01-01 21:00",7.3
"824","2014-02-01 21:00",5.8
"825","2014-03-01 21:00",7.7
"826","2014-04-01 21:00",7
"827","2014-05-01 21:00",8.1
"828","2014-06-01 21:00",13.3
"829","2014-07-01 21:00",14.7
"830","2014-08-01 21:00",14.8
"831","2014-09-01 21:00",14.9
"832","2014-10-01 21:00",13
"833","2014-11-01 21:00",11.2
"834","2014-12-01 21:00",9.2
"835","2015-01-01 21:00",8.3
"836","2015-02-01 21:00",1.8
"837","2015-03-01 21:00",7.3
"838","2015-04-01 21:00",4.5
"839","2015-05-01 21:00",6.2
"840","2015-06-01 21:00",10.6
"841","2015-07-01 21:00",15
"842","2015-08-01 21:00",14.3
"843","2015-09-01 21:00",14.5
"844","2015-10-01 21:00",12.3
"845","2015-11-01 21:00",11.6
"846","2015-12-01 21:00",6.6
"847","2016-01-01 21:00",6.5
"848","2016-02-01 21:00",8.1
"849","2016-03-01 21:00",6
"850","2016-04-01 21:00",6.8
"851","2016-05-01 21:00",10.2
"852","2016-06-01 21:00",10.9
"853","2016-07-01 21:00",13
"854","2016-08-01 21:00",12.4
"855","2016-09-01 21:00",13.7
"856","2016-10-01 21:00",11
"857","2016-11-01 21:00",7.3
"858","2016-12-01 21:00",8.5
